Type, symbol, instrument_token, open price, high price, low price, close price, live price, Time
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43358.15, 2022-12-19 11:14:59
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43358.15, 2022-12-19 11:14:59
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360.8, 2022-12-19 11:15:00
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360.8, 2022-12-19 11:15:00
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360.8, 2022-12-19 11:15:00
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360.8, 2022-12-19 11:15:00
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360.8, 2022-12-19 11:15:00
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360.8, 2022-12-19 11:15:00
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360.8, 2022-12-19 11:15:00
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360.8, 2022-12-19 11:15:00
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360.8, 2022-12-19 11:15:00
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360.8, 2022-12-19 11:15:00
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360.8, 2022-12-19 11:15:00
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360.8, 2022-12-19 11:15:00
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360.8, 2022-12-19 11:15:00
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360.8, 2022-12-19 11:15:00
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43358.7, 2022-12-19 11:15:02
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43358.7, 2022-12-19 11:15:02
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43358.7, 2022-12-19 11:15:02
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43358.7, 2022-12-19 11:15:02
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43358.7, 2022-12-19 11:15:02
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43358.2, 2022-12-19 11:15:03
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43358.2, 2022-12-19 11:15:03
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43358.2, 2022-12-19 11:15:03
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43358.2, 2022-12-19 11:15:03
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43365.55, 2022-12-19 11:16:24
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43365.55, 2022-12-19 11:16:24
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43365.55, 2022-12-19 11:16:24
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43365.55, 2022-12-19 11:16:25
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43365.55, 2022-12-19 11:16:25
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43365.55, 2022-12-19 11:16:25
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43365.55, 2022-12-19 11:16:25
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43365.55, 2022-12-19 11:16:25
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43365.55, 2022-12-19 11:16:25
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43365.55, 2022-12-19 11:16:25
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43365.25, 2022-12-19 11:16:26
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43365.25, 2022-12-19 11:16:26
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43365.25, 2022-12-19 11:16:26
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43365.25, 2022-12-19 11:16:26
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43365.25, 2022-12-19 11:16:26
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43365.25, 2022-12-19 11:16:26
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43361.2, 2022-12-19 11:16:27
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43361.2, 2022-12-19 11:16:27
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43361.2, 2022-12-19 11:16:27
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43361.2, 2022-12-19 11:16:27
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43361.2, 2022-12-19 11:16:27
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43361.2, 2022-12-19 11:16:27
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43363.35, 2022-12-19 11:16:28
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43363.35, 2022-12-19 11:16:28
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43363.35, 2022-12-19 11:16:28
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43363.35, 2022-12-19 11:16:28
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43363.35, 2022-12-19 11:16:28
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43363.35, 2022-12-19 11:16:28
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43363.35, 2022-12-19 11:16:28
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43363.35, 2022-12-19 11:16:28
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43362.85, 2022-12-19 11:16:29
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43362.85, 2022-12-19 11:16:29
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43362.85, 2022-12-19 11:16:29
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43362.85, 2022-12-19 11:16:29
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43362.85, 2022-12-19 11:16:29
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43359.6, 2022-12-19 11:16:30
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43359.6, 2022-12-19 11:16:30
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43359.6, 2022-12-19 11:16:30
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43359.6, 2022-12-19 11:16:30
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43359.6, 2022-12-19 11:16:30
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43359.6, 2022-12-19 11:16:30
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43361.15, 2022-12-19 11:16:31
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43361.15, 2022-12-19 11:16:31
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43361.15, 2022-12-19 11:16:31
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43361.15, 2022-12-19 11:16:31
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43361.15, 2022-12-19 11:16:31
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43361.15, 2022-12-19 11:16:31
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43361.15, 2022-12-19 11:16:31
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360.95, 2022-12-19 11:16:32
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360.95, 2022-12-19 11:16:32
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360.95, 2022-12-19 11:16:32
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360.95, 2022-12-19 11:16:32
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360.95, 2022-12-19 11:16:32
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360.95, 2022-12-19 11:16:32
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43362.4, 2022-12-19 11:16:33
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43362.4, 2022-12-19 11:16:33
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43362.4, 2022-12-19 11:16:33
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43362.4, 2022-12-19 11:16:33
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43362.4, 2022-12-19 11:16:33
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43362.4, 2022-12-19 11:16:33
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43359.8, 2022-12-19 11:16:34
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43359.8, 2022-12-19 11:16:34
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43359.8, 2022-12-19 11:16:34
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43359.8, 2022-12-19 11:16:34
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43359.8, 2022-12-19 11:16:34
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43359.8, 2022-12-19 11:16:34
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43359.8, 2022-12-19 11:16:34
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43354.8, 2022-12-19 11:16:35
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43354.8, 2022-12-19 11:16:35
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43354.8, 2022-12-19 11:16:35
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43354.8, 2022-12-19 11:16:35
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43354.8, 2022-12-19 11:16:35
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43354.8, 2022-12-19 11:16:35
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43362.1, 2022-12-19 11:16:36
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43362.1, 2022-12-19 11:16:36
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43362.1, 2022-12-19 11:16:36
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43362.1, 2022-12-19 11:16:36
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43362.1, 2022-12-19 11:16:36
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43362.25, 2022-12-19 11:16:37
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43362.25, 2022-12-19 11:16:37
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43362.25, 2022-12-19 11:16:37
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43362.25, 2022-12-19 11:16:37
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43362.25, 2022-12-19 11:16:37
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43362.25, 2022-12-19 11:16:37
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43362.25, 2022-12-19 11:16:37
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43362.25, 2022-12-19 11:16:37
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360, 2022-12-19 11:16:38
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360, 2022-12-19 11:16:38
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360, 2022-12-19 11:16:38
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360, 2022-12-19 11:16:38
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360, 2022-12-19 11:16:38
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360, 2022-12-19 11:16:38
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43358.35, 2022-12-19 11:16:39
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43358.35, 2022-12-19 11:16:39
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43358.35, 2022-12-19 11:16:39
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43358.35, 2022-12-19 11:16:39
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43358.35, 2022-12-19 11:16:39
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360, 2022-12-19 11:16:40
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360, 2022-12-19 11:16:40
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360, 2022-12-19 11:16:40
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360, 2022-12-19 11:16:40
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360, 2022-12-19 11:16:40
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360, 2022-12-19 11:16:40
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360, 2022-12-19 11:16:40
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360, 2022-12-19 11:16:40
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43357.55, 2022-12-19 11:16:41
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43357.55, 2022-12-19 11:16:41
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43357.55, 2022-12-19 11:16:41
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43357.55, 2022-12-19 11:16:41
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43357.55, 2022-12-19 11:16:41
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43357.55, 2022-12-19 11:16:41
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43357.7, 2022-12-19 11:16:42
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43357.7, 2022-12-19 11:16:42
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43357.7, 2022-12-19 11:16:42
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43357.7, 2022-12-19 11:16:42
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43357.7, 2022-12-19 11:16:42
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43358.6, 2022-12-19 11:16:43
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43358.6, 2022-12-19 11:16:43
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43358.6, 2022-12-19 11:16:43
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43358.6, 2022-12-19 11:16:43
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43358.6, 2022-12-19 11:16:43
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43358.6, 2022-12-19 11:16:43
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43358.6, 2022-12-19 11:16:43
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43358.6, 2022-12-19 11:16:43
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43357.85, 2022-12-19 11:16:44
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43357.85, 2022-12-19 11:16:44
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43357.85, 2022-12-19 11:16:44
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43357.85, 2022-12-19 11:16:44
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43357.85, 2022-12-19 11:16:44
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43357.85, 2022-12-19 11:16:44
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43359.25, 2022-12-19 11:16:45
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43359.25, 2022-12-19 11:16:45
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43359.25, 2022-12-19 11:16:45
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43359.25, 2022-12-19 11:16:45
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43359.25, 2022-12-19 11:16:45
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43354.75, 2022-12-19 11:16:46
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43354.75, 2022-12-19 11:16:46
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43354, 2022-12-19 11:17:57
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43354, 2022-12-19 11:17:58
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43352.95, 2022-12-19 11:17:59
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43351.5, 2022-12-19 11:18:00
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43353.9, 2022-12-19 11:18:01
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43353.7, 2022-12-19 11:18:02
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43355.75, 2022-12-19 11:18:03
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43356.75, 2022-12-19 11:18:04
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43357.1, 2022-12-19 11:18:06
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43357.25, 2022-12-19 11:18:07
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43357.05, 2022-12-19 11:18:08
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43357.55, 2022-12-19 11:18:09
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43356.7, 2022-12-19 11:18:10
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43356.85, 2022-12-19 11:18:11
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43356.3, 2022-12-19 11:18:12
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43355.1, 2022-12-19 11:18:13
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43356.75, 2022-12-19 11:18:14
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43358.45, 2022-12-19 11:18:15
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43359.8, 2022-12-19 11:18:16
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43358.2, 2022-12-19 11:18:18
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43357.85, 2022-12-19 11:18:19
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43359.2, 2022-12-19 11:18:20
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43357.5, 2022-12-19 11:18:21
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43358.5, 2022-12-19 11:18:22
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43361.75, 2022-12-19 11:18:23
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43360.35, 2022-12-19 11:18:24
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43361.95, 2022-12-19 11:18:25
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43365.65, 2022-12-19 11:18:47
LIVE, NIFTY BANK, 260105, 43346.35, 43417.35, 43110.3, 43219.5, 43363.45, 2022-12-19 11:18:48
